,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الرياض  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الرياض,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
نوفمبر,19771524,6916.76,13,140123857,25136.392999999996,13,25646144,8393.99,20,,,,,,,,
ديسمبر,17623382,14042.04,15,46016967,16562.403,25,36047113,11277,13,,,,,,,,
حي/الحنو,,,,,,,742000,550,1,,,,,,,,
سبتمبر,,,,,,,742000,550,1,,,,,,,,
حي/الخالدية,24750100,14288.779700000001,38,57825425,38808.04,38,31799817,25468.61,60,22913601,15023.34,27,,,,,
يناير,2300000,2354.12,4,2945000,1955.06,7,4714250,3035.34,9,1550000,1335,3,,,,,
فبراير,1570000,637.5,2,15117450,12565.98,5,11956001,12334.9,18,7149000,5172.0599999999995,9,,,,,
مارس,2600000,2240.15,9,14787450,12951,5,553000,450,3,10579680,5599.280000000001,9,,,,,
ابريل,420000,841,2,430000,160,1,,,,3634921,2917,6,,,,,
مايو,1080000,536.48,2,,,,,,,,,,,,,,
يونيو,550000,370.75,2,,,,4155000,2558.92,9,,,,,,,,
يوليو,8347600,4291.38,4,120000,114.75,1,359375,312.5,1,,,,,,,,
اوغسطس,650000,176.28,1,15300850,3440.18,4,1234166,735.25,2,,,,,,,,
سبتمبر,,,,2259875,1226.87,3,2089400,1507.63,2,,,,,,,,
اكتوبر,1352500,456.55,3,950000,669.2,2,2008000,1207.1100000000001,5,,,,,,,,
نوفمبر,4380000,1076.12,2,,,,2950625,2042.23,6,,,,,,,,
ديسمبر,1500000,1308.4497,7,5914800,5725,10,1780000,1284.73,5,,,,,,,,
حي/الخزامى,198160069,52514.60999999999,60,268879860,58015.6258,76,548142101,105931.8,187,149338200,34005.09,19,,,,,
يناير,49255850,9079.42,5,36716900,10094,3,54608157,8980.880000000001,7,17351250,4309.05,6,,,,,
فبراير,8670000,2166.75,3,26050000,3374.94,6,15772688,4350.25,7,17552750,5746.3,4,,,,,
مارس,26014756,14890.33,7,14318232,2112.5,3,31005179,6996.16,5,85589200,15349.74,7,,,,,
ابريل,21303326,3920.98,9,26000000,4613.402,9,,,,28845000,8600,2,,,,,
مايو,27585400,4598.1900000000005,9,,,,5400000,414,1,,,,,,,,
يونيو,736000,113.1,1,16135000,2430.13,4,175023944,34719.95,22,,,,,,,,
يوليو,7700000,1136.26,3,11918500,3264,5,57706639,13857.680000000002,28,,,,,,,,
اوغسطس,1470000,600,1,32749829,5786.6438,15,60901997,11224.099999999999,79,,,,,,,,
سبتمبر,4200000,1105.52,5,14900000,2040.18,3,26411159,5029.839999999999,15,,,,,,,,
اكتوبر,37844751,10935.579999999998,11,22734024,6256.58,8,6858000,1605.4099999999999,4,,,,,,,,
نوفمبر,858000,390,1,41656371,9640.14,7,92667588,14839.14,13,,,,,,,,
ديسمبر,12521986,3578.48,5,25701004,8403.11,13,21786750,3914.39,6,,,,,,,,
حي/الخليج,231386665,116184.815,219,224059111,115163.52,210,220064627,109100.38999999998,189,85255952,44826.315,61,,,,,
يناير,13402750,6096.18,14,16511304,10379.2,18,27335043,12356.29,19,19111699,9672.230000000001,14,,,,,
فبراير,60095655,22034.915,32,27941785,15063.5,26,17079500,10184.5,18,14011143,6948.4,13,,,,,
مارس,16402391,7858.55,16,13193200,7239.5,14,21534508,11068.35,21,23662779,12486.135,20,,,,,
ابريل,27127707,15052.8,31,23551457,9407.170000000002,19,8695000,4355.99,9,28470331,15719.55,14,,,,,
مايو,21555202,10723.630000000001,22,20298344,8744.5,16,11719408,5218.5,10,,,,,,,,
يونيو,6395000,4089.58,8,8925648,3351.3,6,23703097,12005,21,,,,,,,,
يوليو,7263165,4294.82,11,10250998,7912.2,15,12471340,4043,6,,,,,,,,
اوغسطس,6893432,5151.75,12,10873000,6028,11,12255284,6752.54,10,,,,,,,,
سبتمبر,16258261,7404.46,12,21453870,11470.5,20,31188495,17287.195,32,,,,,,,,
اكتوبر,14162702,9684,16,23055131,11457.8,23,16369670,7570.42,10,,,,,,,,
نوفمبر,20059961,12307.57,22,23098275,9990.05,20,17861967,9373.105,18,,,,,,,,
ديسمبر,21770439,11486.56,23,24906099,14119.8,22,19851315,8885.5,15,,,,,,,,
حي/الخير,595054020,3931987.2,5021,1935604734,7849483.932499999,9411,3042794672,7498065.7735,8909,1851743225,2506923.319000001,3706,,,,,
يناير,35053580,248082.52000000005,312,169001560,941500.8300000001,1190,355911983,1105920.3699999996,1259,427466951,658620.5850000003,963,,,,,
فبراير,41435995,327458.295,405,211852075,998692.2830000003,1247,484907725,1156710.9000000001,1513,699099909,948654.5240000004,1418,,,,,
مارس,48717500,324898.16000000015,396,151269635,648474.3860000004,812,232924281,543850.3000000002,714,553807899,699535.8100000003,1001,,,,,
ابريل,48950799,277021.79,339,80199986,357185.31,453,18782871,47999.10999999999,62,171368466,200112.40000000005,324,,,,,
مايو,41506175,283077.75,360,70680627,297812.71499999997,386,13445000,38943.55,51,,,,,,,,
يونيو,13523992,125529.90000000001,163,65303916,289990.2459999999,357,222415837,588907.07,719,,,,,,,,
يوليو,44008523,312814.21500000026,406,208493197,811009.05,1025,125956146,311270.475,423,,,,,,,,
اوغسطس,18675944,129567.09000000003,173,170889625,602151.575,778,183158719,426490.60000000003,522,,,,,,,,
سبتمبر,31841250,224294.42999999996,295,233289171,816536.1600000001,1052,170900997,386238.366,532,,,,,,,,
اكتوبر,67127098,459559.3749999998,632,235134412,740591.1875,969,284835891,576741.7474999999,789,,,,,,,,
نوفمبر,72091700,437826.005,559,153326066,746121.3800000001,516,515714770,948563.5800000001,1322,,,,,,,,
ديسمبر,132121464,781857.6699999998,981,186164464,599418.8099999999,626,433840452,1366429.7049999998,1003,,,,,,,,
حي/الدار البيضاء,441925098,329324.399,566,663653554,529826.307,862,593938957,468918.02530000004,615,130329934,86916.035,202,,,,,
يناير,63854349,34589.9,65,48136481,35403.89,75,64890567,41607.25000000001,79,26299117,14146.380000000005,35,,,,,
فبراير,73577640,66495.69999999998,64,44398110,30285.39400000001,73,47906825,29142.379999999997,66,35595838,26260.775,62,,,,,
مارس,37711044,28606.499999999996,71,84148932,75270.97100000003,119,33996602,19558.08,45,40476203,27509.140000000003,60,,,,,
ابريل,43008655,29488.019999999997,59,57531591,43091.49,86,18499859,7659.35,22,27958776,18999.739999999998,45,,,,,
مايو,31367633,18081.53,42,57650638,69325.64,54,20121826,8503.91,23,,,,,,,,
يونيو,36014240,44112.705,13,30193296,19817.989999999998,37,48949012,42807.4549,76,,,,,,,,
يوليو,26900618,14619.850000000002,43,46361247,34376.9,69,20964491,10910.335,31,,,,,,,,
اوغسطس,4886801,7352.785,16,32125492,28924.69,53,19765309,13323.660000000002,32,,,,,,,,
سبتمبر,14452388,8771.130000000001,24,86618849,73946.85,80,104875396,95854.865,79,,,,,,,,
اكتوبر,33970843,22285.936,48,84197150,57424.84900000001,91,137000971,140083.51,61,,,,,,,,
نوفمبر,28946311,24016.862999999998,53,47774767,34286.26,68,47050141,31418.230399999997,62,,,,,,,,
ديسمبر,47234576,30903.480000000003,68,44517001,27671.383,57,29917958,28048.999999999996,39,,,,,,,,
حي/الدحو,,,,90000,47.085,1,,,,,,,,,,,
ديسمبر,,,,90000,47.085,1,,,,,,,,,,,
حي/الدريهمية,39585430,19402.23,53,65869874,41556.85,125,71624963,39884.529,132,28149043,14922.111000000004,50,,,,,
يناير,4148738,2555.54,8,6080148,2780.945,10,6546297,5187.400000000001,15,8530072,5122.250000000002,12,,,,,
فبراير,2954036,1426.52,4,2673496,1304.7949999999998,6,6049171,3802.1049999999996,12,8207798,4462.850000000001,16,,,,,
مارس,2115110,962.12,3,2653500,1414.915,5,6579054,2625.3350000000005,10,8747036,4462.921000000001,17,,,,,
ابريل,3695363,2012.195,6,4137700,2499.92,7,2270000,888.1949999999999,5,2664137,874.0899999999999,5,,,,,
مايو,3263000,2625,5,3853979,3334.455,9,3369229,1164.3200000000002,6,,,,,,,,
يونيو,1704962,743.75,3,2910000,1943.63,6,11701659,6587.0960000000005,23,,,,,,,,
يوليو,1403120,781.3,2,10696609,10350.195000000002,23,6178310,5144.0740000000005,13,,,,,,,,
اوغسطس,11320000,3429.92,4,4548951,2179.4900000000002,6,1990681,1194.9850000000001,6,,,,,,,,
سبتمبر,1167358,485.57000000000005,3,9345968,3705.7949999999996,13,5887734,3244.9519999999998,9,,,,,,,,
اكتوبر,2043450,1085.5,4,6086024,6167.47,14,4267445,2086.635,9,,,,,,,,
نوفمبر,3094619,2422.9300000000003,6,2824500,1256.6399999999999,7,11428999,5562.465000000001,13,,,,,,,,
ديسمبر,2675674,871.8850000000001,5,10058999,4618.6,19,5356384,2396.967,11,,,,,,,,
حي/الدفاع,,,,1000000,1803.44,1,2200000,2276.27,2,500000,1200,1,,,,,
ابريل,,,,,,,,,,500000,1200,1,,,,,
يونيو,,,,,,,2200000,2276.27,2,,,,,,,,
سبتمبر,,,,1000000,1803.44,1,,,,,,,,,,,
حي/الدوبية,1403000,657.36,6,75000,78.43,1,280000,219.28,2,,,,,,,,
مارس,1075000,367.24,3,,,,,,,,,,,,,,
مايو,,,,75000,78.43,1,,,,,,,,,,,
يونيو,85000,112.81,1,,,,,,,,,,,,,,
اكتوبر,,,,,,,230000,133.6,1,,,,,,,,
نوفمبر,,,,,,,50000,85.68,1,,,,,,,,
ديسمبر,243000,177.31,2,,,,,,,,,,,,,,
حي/الديرة,11633509,2573.2001999999993,21,363826043,33210.6461,38,19777500,3870.3599999999997,15,1902250,491.11,7,,,,,
يناير,1049000,135.58,1,350100000,30281.41,2,,,,66250,34.12,2,,,,,
فبراير,450000,384.45,2,2776000,1004.891,18,200000,194.34,1,205000,100.38,1,,,,,
مارس,2080000,131.32,4,1790000,38.86,3,5500000,475,1,1561000,196.48999999999998,3,,,,,
ابريل,2000000,1371.58,2,1020000,565.625,3,,,,70000,160.12,1,,,,,
مايو,,,,955000,46.08,3,,,,,,,,,,,
يونيو,2600000,28.08,2,700000,15.94,1,,,,,,,,,,,
يوليو,1924509,256.24,4,5314920,702.6600000000001,2,2677500,678.65,1,,,,,,,,
اوغسطس,,,,,,,500000,287.7,1,,,,,,,,
سبتمبر,1260000,170.7002,4,315000,367.7,2,,,,,,,,,,,
اكتوبر,60000,75.15,1,680000,13.2,1,7050000,1590.2799999999997,4,,,,,,,,
نوفمبر,,,,175123,174.28009999999998,3,700000,178.7,1,,,,,,,,
ديسمبر,210000,20.1,1,,,,3150000,465.69000000000005,6,,,,,,,,
حي/الرائد,65088585,21140.21,21,194763766,64261.04,33,1882136902,654919.3400000001,55,46788667,11266.49,15,,,,,
يناير,,,,82600960,39421.58,3,26052500,4631,5,,,,,,,,
فبراير,1900000,375,1,12000000,3150,2,6400000,1600,1,19219000,4448.75,4,,,,,
مارس,,,,,,,4904000,1226,1,18653642,4712.4,8,,,,,
ابريل,8210000,2416.55,3,,,,4532500,1225,1,8916025,2105.34,3,,,,,
مايو,4933585,1395,2,250000,118.51,1,6700000,3250,2,,,,,,,,
يونيو,,,,4625000,360,1,9700000,1860,3,,,,,,,,
يوليو,4945000,2500,2,47215000,9600,5,10144000,2007.8400000000001,16,,,,,,,,
اوغسطس,2400000,750,1,7395662,1903.51,5,5874000,1504.53,3,,,,,,,,
سبتمبر,7800000,3025.7,2,11161144,2653.33,8,22942954,7285.88,6,,,,,,,,
اكتوبر,13400000,4289.45,5,4540000,1344.11,5,23600000,4000,3,,,,,,,,
نوفمبر,3900000,2000,1,23800000,5360,2,1753522948,625087.0700000001,6,,,,,,,,
ديسمبر,17600000,4388.51,4,1176000,350,1,7764000,1242.02,8,,,,,,,,
حي/الرابية,18760130,207859.1,443,78404746,525256.54,1053,196352679,775107.6,1638,87845500,234664.28999999998,497,,,,,
يناير,1582000,17882.260000000002,37,5347250,49234.91499999999,97,9777185,52418.020000000004,110,26003000,76056.31,157,,,,,
فبراير,1624500,20606.85,51,3476500,28133.99,55,16156138,80218.45,163,22151000,57550.96,129,,,,,
مارس,1474130,17932.75,36,7456643,59627.845,115,9961619,46141.46000000001,96,27099500,70650.9,146,,,,,
ابريل,1327000,14623.880000000001,35,6842500,49927.24,92,828000,5017.860000000001,8,12592000,30406.120000000003,65,,,,,
مايو,1097500,11856.3,29,2707250,19569.95,41,765000,3943.0299999999997,10,,,,,,,,
يونيو,128000,2232.1,4,1561500,10411.17,26,6472450,38041.770000000004,75,,,,,,,,
يوليو,1185000,13580.410000000002,29,6995900,49487.35,104,15701000,73000.14,159,,,,,,,,
اوغسطس,575000,7888.16,14,7810500,49203.3,98,18130666,75771.64000000001,165,,,,,,,,
سبتمبر,1446000,15623.460000000001,31,11924750,68652.91,134,27214653,100971.58499999999,207,,,,,,,,
اكتوبر,2350000,25861.29,54,8037000,49159,104,36659134,130140.09,274,,,,,,,,
نوفمبر,2163500,22521.460000000003,44,4991500,29434.9,62,35196000,109006.97499999999,246,,,,,,,,
ديسمبر,3807500,37250.18,79,11253453,62413.97,125,19490834,60436.58,125,,,,,,,,
حي/الراية,56000,840,2,445400,4822,11,445000,3180,5,1465000,5816,8,,,,,
يناير,,,,,,,70000,900,1,,,,,,,,
فبراير,,,,,,,45000,450,1,650000,3116,5,,,,,
مارس,,,,,,,,,,815000,2700,3,,,,,
يونيو,,,,85000,1260,3,,,,,,,,,,,
يوليو,,,,35000,420,1,,,,,,,,,,,
سبتمبر,,,,48000,416,1,,,,,,,,,,,
اكتوبر,,,,175400,1811,4,,,,,,,,,,,
نوفمبر,56000,840,2,46000,465,1,,,,,,,,,,,
ديسمبر,,,,56000,450,1,330000,1830,3,,,,,,,,
حي/الربوة,757546417,145353.415,144,604767960,206005.065,209,640514452,277795.252,198,179319213,52591.7,81,,,,,
يناير,40661280,13932.379999999997,17,66101630,31978.475,18,24322942,10141.84,14,39679496,9762,16,,,,,
فبراير,51045813,13913.295,17,30903957,20272.910000000003,17,26480251,9569.96,15,25618876,8671.369999999999,17,,,,,
مارس,10955600,6369.175,8,197349165,45845.185000000005,20,270693892,140532.01,14,65744687,20284.269999999997,29,,,,,
ابريل,14650244,10481.45,6,46470476,26168.534999999996,29,1330000,600,1,48276154,13874.06,19,,,,,
مايو,18677253,8734.35,18,28911826,12592.86,19,6973503,3234.417,5,,,,,,,,
يونيو,10232635,5052.530000000001,11,13910383,5597.75,12,132860319,50594.075,52,,,,,,,,
يوليو,5643094,2741.55,5,20767714,9745.27,24,29039538,10060.22,16,,,,,,,,
اوغسطس,543250064,50295.96,11,108450000,17851.019999999997,9,19331536,7542.62,12,,,,,,,,
سبتمبر,7903816,2483.65,6,23511754,9017.89,17,48399362,10943.560000000001,8,,,,,,,,
اكتوبر,21006052,13263.115,16,33637368,12301.07,18,15475200,7999.300000000001,15,,,,,,,,
نوفمبر,24332029,13219.83,20,15138687,5744.38,14,26619242,13564.85,22,,,,,,,,
ديسمبر,9188537,4866.13,9,19615000,8889.720000000001,12,38988667,13012.399999999998,24,,,,,,,,
حي/الربيع,291137388,89639.515,176,410901249,142034.096,218,361227008,99982.26699999999,128,460060235,61065.109,54,,,,,
يناير,26249842,5692.724999999999,17,41534249,13548.08,46,7455500,3099.2,6,106595319,23390.075,13,,,,,
فبراير,13615688,4736.950000000001,12,23653909,5519.965,20,11429000,3304.58,8,50257674,13682.695,18,,,,,
مارس,75387948,25250.73,23,76795832,18295.84,21,23847506,5700.602000000001,10,293164443,21067.288999999997,15,,,,,
ابريل,20878053,5090.075000000001,8,35075807,8593.68,16,2505865,795.95,2,10042799,2925.0499999999997,8,,,,,
مايو,17094916,5937.985000000001,15,17130403,4462.285,9,45486008,17409.02,7,,,,,,,,
يونيو,11563583,3027.75,5,17859799,4493.27,9,93284389,22159.935,21,,,,,,,,
يوليو,25640260,7971.095,10,47516124,11318.65,14,21914757,6285.150000000001,13,,,,,,,,
اوغسطس,11092960,3474.25,10,9112251,2552.1,5,17690872,5286.054999999999,15,,,,,,,,
سبتمبر,16770039,5119.2,8,76615316,55468.545999999995,33,53456185,13953.585000000001,16,,,,,,,,
اكتوبر,29352000,9173.875,15,21988971,8159.860000000001,21,11548406,3565.79,8,,,,,,,,
نوفمبر,15452812,4867.860000000001,13,12270318,3181.36,11,53439937,13167.5,11,,,,,,,,
ديسمبر,28039287,9297.019999999999,40,31348270,6440.459999999999,13,19168583,5254.9,11,,,,,,,,
حي/الرحمانية,223974153,38414.590000000004,43,239090248,54859.15000000001,58,202201493,49432.4196,58,25368500,8132.15,11,,,,,
يناير,8522000,3549,6,7242778,1852.1399999999999,3,5800000,683.2,2,5738950,1611.65,4,,,,,
فبراير,66425000,5223,6,1150000,512,1,13976535,4216.6796,6,4400000,1194,2,,,,,
مارس,72085575,11974.070000000002,6,21167500,7690,6,11171345,3585.86,8,,,,,,,,
ابريل,27567664,5730.52,5,10466250,3280,6,,,,15229550,5326.5,5,,,,,
مايو,19062846,3403.84,5,2929798,1330.68,4,13300000,1187.49,2,,,,,,,,
يونيو,490000,870,2,2942877,898.02,2,84868874,22785.690000000002,25,,,,,,,,
يوليو,10964750,3333.2400000000002,5,6410000,1672.5,3,3200000,1297.5,2,,,,,,,,
اوغسطس,1400000,171.84,1,30789000,11244.8,14,15421739,2865,2,,,,,,,,
سبتمبر,2850000,975,2,4953450,2053.1,4,16888000,5776,4,,,,,,,,
اكتوبر,7509826,1814.72,3,22227500,6341.030000000001,6,4300000,450,1,,,,,,,,
نوفمبر,,,,3580000,1410,3,22525000,4350,4,,,,,,,,
ديسمبر,7096492,1369.3600000000001,2,125231095,16574.88,6,10750000,2235,2,,,,,,,,
حي/الرسالة,80000,800,1,85000,1600,2,330000,4800,3,787000,5798.35,4,,,,,
يناير,,,,,,,,,,67000,800,1,,,,,
فبراير,,,,,,,,,,650000,4198.35,2,,,,,
مارس,,,,,,,,,,70000,800,1,,,,,
ابريل,,,,35000,800,1,,,,,,,,,,,
يونيو,,,,,,,170000,2000,1,,,,,,,,
يوليو,,,,50000,800,1,,,,,,,,,,,
سبتمبر,,,,,,,160000,2800,2,,,,,,,,
ديسمبر,80000,800,1,,,,,,,,,,,,,,
حي/الرفيعة,144340437,62522.33000000001,75,169435801,89148.04,110,234982363,137383.62,120,22727334,10032.189999999999,24,,,,,
يناير,36715732,14167.82,6,6591678,4234.6900000000005,6,625000,500,1,4627425,2468.6899999999996,6,,,,,
فبراير,6247002,2137.99,5,6934537,4497.51,11,8133323,3909.82,10,9326583,3300.68,8,,,,,
مارس,10200000,5296.38,6,18692520,11170.12,12,18479976,5540.31,15,3806076,1713.02,4,,,,,
ابريل,3950265,2365.95,5,16721647,12142.49,14,,,,4967250,2549.8,6,,,,,
مايو,3692666,2024.61,6,17203143,16373.76,6,14931747,8343.92,11,,,,,,,,
يونيو,730625,426,1,3642515,1932.51,5,36603936,14993.599999999995,33,,,,,,,,
يوليو,13558030,3825.1700000000005,7,75729423,19940.130000000005,17,4789421,1540.47,4,,,,,,,,
اوغسطس,14456787,1964.13,4,3448891,2446.57,6,1104507,682.35,2,,,,,,,,
سبتمبر,568750,325.09,1,8507966,5017.76,15,118933071,85985.79999999999,12,,,,,,,,
اكتوبر,25547631,16641.74,10,5750522,3969.52,10,18830932,10232.79,16,,,,,,,,
نوفمبر,12131854,6723.4800000000005,14,4457816,6242.59,6,7410925,4537.05,12,,,,,,,,
ديسمبر,16541095,6623.97,10,1755143,1180.3899999999999,2,5139525,1117.51,4,,,,,,,,
حي/الرمال,1715040961,1461989.2571999999,1707,3329772236,5646158.430599999,2366,3275370757,3310415.566699999,2426,1559007855,1075221.7570000002,1302,,,,,
يناير,139577631,108009.73900000002,141,223006388,174104.57150000005,350,179611519,116320.765,205,352951089,232460.59700000004,329,,,,,
فبراير,212077379,194364.46530000004,150,194909929,179160.0247,258,147590566,87666.23669999998,197,454742526,360101.6310000002,417,,,,,
مارس,167615022,102897.40879999996,148,180408428,158451.41,213,161650947,90408.38999999998,172,524820187,325604.1749,386,,,,,
ابريل,203194873,126114.05590000002,212,192434596,156490.18500000003,215,44896374,13760.82,43,226494053,157055.35409999997,170,,,,,
مايو,161772731,121576.60200000003,191,613398464,1093417.0250000001,138,41797193,26578.18,35,,,,,,,,
يونيو,42246509,43095.119999999995,50,96535852,75047.23000000001,92,709489462,1367939.6649999993,175,,,,,,,,
يوليو,126359870,206896.03499999997,83,199631141,139535.90400000004,154,238949734,197602.36000000002,82,,,,,,,,
اوغسطس,34457802,28646.005,38,142372806,111306.14,151,172616700,174481.50999999992,143,,,,,,,,
سبتمبر,58611835,63410.0387,62,180059943,139461.562,171,422263281,322830.87499999994,365,,,,,,,,
اكتوبر,161252099,140550.39999999997,151,963773143,3186129.080999999,235,348601879,291303.2599999999,347,,,,,,,,
نوفمبر,205406233,158026.985,239,156949936,102057.582,153,329392637,281612.26670000004,300,,,,,,,,
ديسمبر,202468977,168402.40249999997,242,186291610,130997.71539999999,236,478510465,339911.23829999985,362,,,,,,,,
حي/الروابى,124081542,54104.0438,117,195792041,89161.598,208,169957682,65935.483,167,75736433,27687.595,65,,,,,
يناير,13271872,4112,7,28393000,12226.45,24,20195979,8725.736999999997,23,14784112,7116.700000000001,15,,,,,
فبراير,5487766,2738.2,7,20895609,8404.43,20,10031300,3794.857,10,26509499,8761.81,17,,,,,
مارس,12869912,5197.2248,12,15630581,9599.39,19,10126775,3896.25,8,29278072,9801.435,27,,,,,
ابريل,11626709,5750.81,17,16654050,7903.37,29,2930000,1147.9850000000001,3,5164750,2007.65,6,,,,,
مايو,10533222,3934.2300000000005,10,9271266,3917.33,10,6663000,3064.0460000000003,10,,,,,,,,
يونيو,6828204,1687.239,5,11129811,5610.820000000001,12,29172925,12722.390999999998,50,,,,,,,,
يوليو,12645361,5394.48,12,24607201,8414.561,18,10175000,4118.383,10,,,,,,,,
اوغسطس,5948031,4107.83,9,13323210,6746.33,15,10638787,3409.4,12,,,,,,,,
سبتمبر,3650000,950,2,20146869,5918.65,15,17297378,6344.15,13,,,,,,,,
اكتوبر,14789056,6408.67,14,15089689,7612.92,17,29096000,6855.5,6,,,,,,,,
نوفمبر,9991609,5448,11,9563238,6147.611,14,10496446,6404.1849999999995,8,,,,,,,,
ديسمبر,16439800,8375.36,11,11087517,6659.735999999999,15,13134092,5452.599,14,,,,,,,,
حي/الروضة,190453489,94964.3376,155,187861451,93193.045,154,242822994,110996.89499999999,154,156185957,62058.19,81,,,,,
يناير,18909300,10920.125,13,41452816,12767.195,17,24062932,11672.33,18,40010733,14334.895,16,,,,,
فبراير,7795000,3575.445,8,14935600,10017.7,14,17217161,7149.68,12,37938368,16319.455000000002,28,,,,,
مارس,22890514,10213.239999999998,18,16466064,7195.55,13,10250000,4575,7,51247500,20044.5,18,,,,,
ابريل,19829962,7691.5876,15,10867535,4522.7,9,4479047,1765,3,26989356,11359.34,19,,,,,
مايو,24074727,14104.570000000002,17,6453000,4665.16,10,5235250,2293.55,4,,,,,,,,
يونيو,12624400,6656.110000000001,9,11338295,6796.28,12,59566523,25511.174999999996,31,,,,,,,,
يوليو,14911762,7263.34,15,19015107,9513.77,16,15170000,6276.46,10,,,,,,,,
اوغسطس,7311511,3562,7,13625660,8206.55,12,5573720,3279.17,7,,,,,,,,
سبتمبر,5921350,3412.65,7,9975000,7179.41,10,24996032,12456.62,14,,,,,,,,
اكتوبر,12236500,7126,11,11685440,7521.79,15,31975073,15293.830000000002,12,,,,,,,,
نوفمبر,17672818,9228.7,16,7638933,3755.73,10,30606006,15374.9,25,,,,,,,,
ديسمبر,26275645,11210.570000000002,19,24408001,11051.21,16,13691250,5349.18,11,,,,,,,,
حي/الريان,81385504,38122.812699999995,65,249621696,90591.0858,96,289039874,104557.27970000001,113,116003194,31972.17,40,,,,,
يناير,171642,325,1,9450000,2784.809,6,9670079,5445.05,12,14077375,4152.75,7,,,,,
فبراير,4038000,2260,4,14400000,4569.25,3,65818269,23905.28,20,34819971,10692.619999999999,13,,,,,
مارس,4660895,1793.809,4,16335989,7487.825,14,15775800,5155.8,9,21236748,7232.62,14,,,,,
ابريل,21110553,8939.598,16,4830000,2209.42,4,2617308,2334.87,3,45869100,9894.18,6,,,,,
مايو,7300000,3170,5,5525257,3190,4,2657625,970.75,3,,,,,,,,
يونيو,4191110,1658.17,4,24471293,7926.5,6,51221357,18059.010000000002,21,,,,,,,,
يوليو,17361250,6067.92,8,60336935,17670.828,11,24895723,9360.1517,6,,,,,,,,
اوغسطس,1051715,928.5766,4,18622517,6674.54,5,5937284,2387.846,4,,,,,,,,
سبتمبر,1500000,645,2,7347002,2872.3439999999996,7,8588382,4488.5,7,,,,,,,,
اكتوبر,9470000,5043.5,5,22788750,10625,17,27995078,8926.369999999999,10,,,,,,,,
نوفمبر,8970000,6350.22,8,31321000,13050.880000000001,8,30158689,9380.380000000001,8,,,,,,,,
ديسمبر,1560339,941.0191,4,34192953,11529.6898,11,43704280,14143.272,10,,,,,,,,
حي/الزاهر,501000,4080,9,1953500,13857,22,4937000,22577,36,5381000,17274,23,,,,,
يناير,45000,450,1,,,,730000,4175,8,1565000,5532,8,,,,,
