,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة مكة المكرمة في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
حي/التنعيم,2450000,2322.2799999999997,3,2131250,3703.6499999999996,3,1891000,882.6700000000001,3,500000,750,1,,,,,
يناير,,,,,,,321000,143.6,1,,,,,,,,
فبراير,,,,,,,,,,500000,750,1,,,,,
مارس,2250000,1882.76,2,,,,,,,,,,,,,,
ابريل,200000,439.52,1,,,,,,,,,,,,,,
يوليو,,,,200000,500,1,,,,,,,,,,,
اوغسطس,,,,731250,1622.56,1,,,,,,,,,,,
سبتمبر,,,,1200000,1581.09,1,,,,,,,,,,,
اكتوبر,,,,,,,370000,139.07,1,,,,,,,,
نوفمبر,,,,,,,1200000,600,1,,,,,,,,
حي/التنعيم 13,480000,780,1,,,,,,,,,,,,,,
مايو,480000,780,1,,,,,,,,,,,,,,
حي/التنعيم 4,27984060,15789.140000000001,38,16930000,4020,8,9097437,4511,9,860000,505.4,1,,,,,
يناير,,,,2000000,460,1,90000,441,1,,,,,,,,
فبراير,,,,4200000,975,2,,,,,,,,,,,
مارس,4945000,3559.7,9,,,,,,,860000,505.4,1,,,,,
ابريل,2315000,1481.28,4,,,,,,,,,,,,,,
مايو,2935000,1934.4,5,,,,2750000,537.5,1,,,,,,,,
يونيو,1450000,1035,2,1650000,550,1,1500000,312.5,1,,,,,,,,
يوليو,550000,221.28,1,1615000,500,1,989000,460,1,,,,,,,,
اوغسطس,3870000,860,2,,,,438237,400,1,,,,,,,,
سبتمبر,3049860,1193.7,3,2760000,535,1,,,,,,,,,,,
اكتوبر,800000,641.28,2,,,,700000,1000,1,,,,,,,,
نوفمبر,3899200,1865,4,4705000,1000,2,2630200,1360,3,,,,,,,,
ديسمبر,4170000,2997.5,6,,,,,,,,,,,,,,
حي/التنعيم بحى العمرة,1625000,825.69,1,,,,1100000,805.4200000000001,2,,,,,,,,
اكتوبر,,,,,,,1100000,805.4200000000001,2,,,,,,,,
نوفمبر,1625000,825.69,1,,,,,,,,,,,,,,
حي/التنعيم بشعب صايف,,,,1100000,232.7,1,,,,,,,,,,,
نوفمبر,,,,1100000,232.7,1,,,,,,,,,,,
حي/التنعيم رقم 2,,,,,,,425000,525,1,425000,525,1,,,,,
فبراير,,,,,,,,,,425000,525,1,,,,,
يوليو,,,,,,,425000,525,1,,,,,,,,
حي/التنعيم رقم 3,38171312,29851.637500000004,61,28292788,15511.619999999999,39,41989834,23799.84,50,11615000,7861.92,11,,,,,
يناير,3838643,1712.6299999999999,6,1795000,1495.3600000000001,5,3407178,2111.38,5,2100000,1626.05,2,,,,,
فبراير,600000,215.78,1,1876000,957.3199999999999,2,6574752,2205,4,1900000,1620,2,,,,,
مارس,5715250,5573.3,9,385000,167.55,1,,,,5665000,3542.56,5,,,,,
ابريل,3005000,870.48,2,4600000,1864.24,4,1174250,387.28,2,1950000,1073.31,2,,,,,
مايو,600000,660,1,1020000,240,1,,,,,,,,,,,
يونيو,50500,45.4575,1,955500,1034.06,3,5529500,3261.5199999999995,8,,,,,,,,
يوليو,3853696,4164.8,7,3653510,3257.28,5,4835234,3016.02,6,,,,,,,,
اوغسطس,2220000,3630,5,315000,600,1,1022228,373.65,2,,,,,,,,
سبتمبر,3323016,1684.04,5,5135000,2408.6000000000004,7,3819492,4311,6,,,,,,,,
اكتوبر,1867675,1289.6499999999999,4,2170000,1407.48,4,3089700,1913.03,4,,,,,,,,
نوفمبر,4458661,3469.47,7,2533531,1215.49,3,10127500,4489.360000000001,10,,,,,,,,
ديسمبر,8638871,6536.03,13,3854247,864.24,3,2410000,1731.6,3,,,,,,,,
حي/التنعيم رقم 4,23037723,15241.5,28,25179281,19544.834,43,36776312,22008.78,43,7795000,5205.046,11,,,,,
يناير,1290000,940,2,4389362,2412.2599999999998,5,3791800,1804.8,4,1965000,750,2,,,,,
فبراير,1467067,1407.5,2,,,,6620000,3291,7,1700000,1300,2,,,,,
مارس,,,,1766062,859,2,100000,420,1,3430000,2653.116,6,,,,,
ابريل,4340000,1802,4,2498765,2054.05,4,,,,700000,501.93,1,,,,,
مايو,4540000,2712.5,5,1755000,1959,4,,,,,,,,,,,
يونيو,450000,460,1,2040000,1438,3,3390750,1908,4,,,,,,,,
يوليو,300000,650,1,2568000,1900,4,8212500,4908.75,9,,,,,,,,
اوغسطس,2050000,900,2,650000,400,1,1315000,1999.49,3,,,,,,,,
سبتمبر,3021656,2035,4,4623700,3576,8,350000,600,1,,,,,,,,
اكتوبر,,,,1635000,2377.924,6,3177000,1200,3,,,,,,,,
نوفمبر,740000,1007.5,2,2326392,1918.5999999999997,4,8819262,4151.74,8,,,,,,,,
ديسمبر,4839000,3327,5,927000,650,2,1000000,1725,3,,,,,,,,
حي/الجزء الخارج عن صك مخطط الحمراء,,,,1300000,720.25,1,3849690,1095.15,2,1700000,697.46,2,,,,,
فبراير,,,,1300000,720.25,1,2802690,618.75,1,,,,,,,,
مارس,,,,,,,,,,1700000,697.46,2,,,,,
يونيو,,,,,,,1047000,476.4,1,,,,,,,,
حي/الجزء الخارج عن صك مخطط فيصل بدر,,,,,,,,,,408540,810,1,,,,,
يناير,,,,,,,,,,408540,810,1,,,,,
حي/الجزء المتبقى بامتداد حى الزاهر,,,,20000000,688.68,1,,,,,,,,,,,
يناير,,,,20000000,688.68,1,,,,,,,,,,,
حي/الجزء المتبقى من اراضى الشوقية,7787018,3013.953,6,19934291,4953.1,11,34728000,8046.049999999999,15,30150000,4503.77,5,,,,,
يناير,,,,,,,,,,28000000,3722.6400000000003,3,,,,,
فبراير,,,,,,,3850000,757.68,1,2150000,781.13,2,,,,,
مارس,1007018,639.76,1,6830000,805.8,2,2425000,641.95,3,,,,,,,,
ابريل,1190000,587.0029999999999,2,410000,161.8,1,,,,,,,,,,,
مايو,,,,395000,142.07,1,,,,,,,,,,,
يونيو,2100000,660,1,,,,500000,235,1,,,,,,,,
يوليو,2890000,874.86,1,3000000,664.9,1,14350000,3052.91,3,,,,,,,,
اوغسطس,,,,4014291,2055.84,3,3150000,490,1,,,,,,,,
سبتمبر,,,,1085000,432.81,2,2700000,852.94,1,,,,,,,,
اكتوبر,600000,252.33,1,4200000,689.88,1,,,,,,,,,,,
ديسمبر,,,,,,,7753000,2015.57,5,,,,,,,,
حي/الجعرانة,7570000,107732.37,5,2160000,20001.9981,5,2716700,7320.09,11,,,,,,,,
يناير,,,,200000,16962.5981,2,390000,1635.16,2,,,,,,,,
فبراير,,,,,,,330000,1205.82,2,,,,,,,,
مارس,,,,,,,430000,918.8100000000001,2,,,,,,,,
ابريل,,,,500000,1997.5,1,,,,,,,,,,,
مايو,7400000,107224.86,4,,,,,,,,,,,,,,
يونيو,,,,,,,1021700,2556.3199999999997,3,,,,,,,,
يوليو,170000,507.51,1,1460000,1041.9,2,,,,,,,,,,,
سبتمبر,,,,,,,545000,1003.98,2,,,,,,,,
حي/الجعرانة حى المسرات شرق مسجد الجعرانة,,,,,,,640000,1015.36,2,300000,505.77,1,,,,,
يناير,,,,,,,,,,300000,505.77,1,,,,,
نوفمبر,,,,,,,640000,1015.36,2,,,,,,,,
حي/الجعرانة حى النور,860000,503.15,1,185000,509.08,1,890000,2038.07,4,,,,,,,,
مارس,860000,503.15,1,,,,400000,1025.38,2,,,,,,,,
اوغسطس,,,,,,,190000,509.05,1,,,,,,,,
سبتمبر,,,,185000,509.08,1,,,,,,,,,,,
اكتوبر,,,,,,,300000,503.64,1,,,,,,,,
حي/الجعرانة شرق مسجد الجعران,,,,,,,,,,300000,544.37,1,,,,,
فبراير,,,,,,,,,,300000,544.37,1,,,,,
حي/الجعرانة شرق مسجد الجعرانة,,,,,,,100000,500,1,,,,,,,,
يوليو,,,,,,,100000,500,1,,,,,,,,
حي/الجعرانة على يمين الذاهب الى مسجد جعرانه,384000,972.1,2,,,,,,,,,,,,,,
مارس,149000,474.87,1,,,,,,,,,,,,,,
مايو,235000,497.23,1,,,,,,,,,,,,,,
حي/الجعرانة يمين الذاهب الى مسجد الجعرانة بحى المسره,,,,,,,320000,500,1,,,,,,,,
اوغسطس,,,,,,,320000,500,1,,,,,,,,
حي/الجعرانه,17168000,192269.61,25,5542791,175444.15000000002,16,5733661,16669.13,14,3675057,8207.48,12,,,,,
يناير,11803000,53057.159999999996,7,450000,1026.26,1,100000,500.65,1,675000,1636.24,3,,,,,
فبراير,600000,1484.28,1,95000,1548.98,1,701661,1918.98,2,2600057,4495.86,7,,,,,
مارس,1200000,62680.01999999999,6,,,,,,,,,,,,,,
ابريل,100000,652.37,1,210000,933.14,2,,,,400000,2075.38,2,,,,,
مايو,90000,1163,1,1800000,3318.28,4,300000,614.33,1,,,,,,,,
يونيو,,,,1514791,165202.2,2,332000,471.57,1,,,,,,,,
يوليو,370000,899.16,1,,,,,,,,,,,,,,
اوغسطس,460000,1994.53,1,195000,439.98,1,200000,750.54,1,,,,,,,,
سبتمبر,,,,204000,500,1,650000,1003.3199999999999,2,,,,,,,,
اكتوبر,1500000,46218.72,1,974000,1950.58,3,2050000,8371.6,2,,,,,,,,
نوفمبر,470000,20757.989999999998,3,100000,524.73,1,690000,1984.28,2,,,,,,,,
ديسمبر,575000,3362.38,3,,,,710000,1053.8600000000001,2,,,,,,,,
حي/الجعرانه شرق المسجد,270000,219.31,1,,,,,,,,,,,,,,
نوفمبر,270000,219.31,1,,,,,,,,,,,,,,
حي/الجعرانه شرق مسجد العمره,,,,,,,1180000,2060,4,,,,,,,,
ديسمبر,,,,,,,1180000,2060,4,,,,,,,,
حي/الجعرانه يسار الذاهب الى المسجد,,,,1825452,2147.59,1,,,,,,,,,,,
فبراير,,,,1825452,2147.59,1,,,,,,,,,,,
حي/الجعرانه يمين الذاهب لمسجد العمرة,,,,,,,100000,1686.21,1,,,,,,,,
اكتوبر,,,,,,,100000,1686.21,1,,,,,,,,
حي/الجميزه جبل العدادين حارة بيشه,,,,,,,1150000,289.9,1,,,,,,,,
يونيو,,,,,,,1150000,289.9,1,,,,,,,,
حي/الجميزه حارة الجوابره,,,,,,,11391600,345.2,1,,,,,,,,
يناير,,,,,,,11391600,345.2,1,,,,,,,,
حي/الجهة الغربية بحى العزيزية,5000000,900,1,126424106,6650,2,,,,,,,,,,,
مارس,5000000,900,1,,,,,,,,,,,,,,
يوليو,,,,68153700,3450,1,,,,,,,,,,,
سبتمبر,,,,58270406,3200,1,,,,,,,,,,,
حي/الجهة الغربية بحى العزيزية خلف مدرسة العزيزية,22646000,872.52,2,,,,,,,,,,,,,,
نوفمبر,22646000,872.52,2,,,,,,,,,,,,,,
حي/الجهوه وادى دفاق,29100000,783272.3400000001,2,,,,,,,,,,,,,,
سبتمبر,29100000,783272.3400000001,2,,,,,,,,,,,,,,
حي/الحسينية,7367142,15780.115100000003,18,7672500,69492.67,13,7076604,13994.23,20,3650000,9074.460000000001,8,,,,,
يناير,1390000,3132.9251000000004,3,750000,1872.37,3,280000,553.32,1,300000,887.24,1,,,,,
فبراير,1167000,2202.28,2,,,,1600000,2622.59,2,2680000,4676.37,3,,,,,
مارس,1600000,1468.2,2,300000,900.77,1,200000,900,1,620000,2897.65,3,,,,,
ابريل,120142,1550.66,1,,,,,,,50000,613.2,1,,,,,
مايو,500000,1045.7,1,565000,1662.75,2,,,,,,,,,,,
يونيو,220000,558.23,1,,,,1050000,872.29,1,,,,,,,,
يوليو,,,,990000,1777.06,2,350000,737,1,,,,,,,,
اوغسطس,,,,,,,738854,2196.57,2,,,,,,,,
سبتمبر,50000,599.1,1,3662500,51497.22,2,,,,,,,,,,,
اكتوبر,750000,2052.32,2,1080000,10886.710000000001,2,790000,2796.15,3,,,,,,,,
نوفمبر,500000,800,1,325000,895.79,1,1250000,1698.09,7,,,,,,,,
ديسمبر,1070000,2370.7,4,,,,817750,1618.22,2,,,,,,,,
حي/الحسينية القرعاء,635000,2482.35,3,300000,723.15,1,995000,1974.24,3,1550000,2949.76,1,,,,,
يناير,,,,,,,250000,651.09,1,,,,,,,,
فبراير,100000,1048.34,1,,,,,,,1550000,2949.76,1,,,,,
يونيو,,,,,,,445000,723.15,1,,,,,,,,
يوليو,,,,,,,300000,600,1,,,,,,,,
سبتمبر,,,,300000,723.15,1,,,,,,,,,,,
اكتوبر,210000,541.5,1,,,,,,,,,,,,,,
ديسمبر,325000,892.51,1,,,,,,,,,,,,,,
حي/الحسينية حارة الشنابرة,327672,2809.25,3,300000,1440.4,1,1560000,5818.530000000001,5,,,,,,,,
ابريل,152672,1178.5,1,,,,,,,,,,,,,,
مايو,40000,894.4,1,,,,,,,,,,,,,,
يونيو,,,,,,,580000,2335.78,2,,,,,,,,
يوليو,,,,,,,400000,728.14,1,,,,,,,,
اوغسطس,,,,,,,280000,811.81,1,,,,,,,,
سبتمبر,,,,,,,300000,1942.8,1,,,,,,,,
اكتوبر,135000,736.35,1,,,,,,,,,,,,,,
نوفمبر,,,,300000,1440.4,1,,,,,,,,,,,
حي/الحسينية دحلة الغزاله,,,,,,,,,,660000,1659.2,2,,,,,
فبراير,,,,,,,,,,660000,1659.2,2,,,,,
حي/الحفائر,3062090,244.66,1,5000000,125.33,1,63339668,3946.6599999999994,18,,,,,,,,
مايو,3062090,244.66,1,,,,20589228,187.58,1,,,,,,,,
يونيو,,,,,,,42750440,3759.0799999999995,17,,,,,,,,
ديسمبر,,,,5000000,125.33,1,,,,,,,,,,,
حي/الحفائر طلعة الخزان,,,,,,,2538071,211.28,1,,,,,,,,
يونيو,,,,,,,2538071,211.28,1,,,,,,,,
حي/الحفائر محلة الباب,3598978,251.87,1,,,,37730979,2286.74,15,,,,,,,,
فبراير,3598978,251.87,1,,,,,,,,,,,,,,
يونيو,,,,,,,37730979,2286.74,15,,,,,,,,
حي/الحفاير,,,,1268072,99.25,1,157735117,6095.8301,20,18500000,972.14,1,,,,,
ابريل,,,,,,,,,,18500000,972.14,1,,,,,
مايو,,,,,,,109568449,1114.28,1,,,,,,,,
يونيو,,,,,,,48166668,4981.5501,19,,,,,,,,
اكتوبر,,,,1268072,99.25,1,,,,,,,,,,,
حي/الحفاير شارع جرهم المؤدى الى الطندباوى,,,,,,,2481390,965.67,1,,,,,,,,
يونيو,,,,,,,2481390,965.67,1,,,,,,,,
حي/الحفاير فى حدود الطندباوى,,,,,,,2481390,229.95,1,,,,,,,,
يونيو,,,,,,,2481390,229.95,1,,,,,,,,
حي/الحفاير محلة حارة الباب,,,,121150,6.23,1,10038922,1427.84,4,,,,,,,,
ابريل,,,,121150,6.23,1,,,,,,,,,,,
يونيو,,,,,,,10038922,1427.84,4,,,,,,,,
حي/الحفاير من محلة الباب,,,,,,,10152284,550.69,4,,,,,,,,
يونيو,,,,,,,10152284,550.69,4,,,,,,,,
حي/الحمراء,95579988,72980.67,112,69763977,40026.259999999995,74,81689909,33190.441999999995,74,17092812,7699.089999999999,17,,,,,
يناير,5600000,3682,7,9983000,11733.66,22,12235714,4152.46,8,2150811,687.39,2,,,,,
فبراير,2750000,650.47,2,3225000,1438.8899999999999,3,7141482,3077.04,8,5055000,1777.2599999999998,6,,,,,
مارس,25967494,20679.86,32,9170000,3689.66,6,9161980,4407.3,9,8787001,4514.44,8,,,,,
ابريل,10572000,3309.17,10,2987500,1363.4,3,2250000,838.5799999999999,3,1100000,720,1,,,,,
مايو,1850000,684.65,2,7730000,3860.2,7,2000000,456.88,1,,,,,,,,
يونيو,2590000,867.79,2,1025000,591.39,1,14721570,5094.026,11,,,,,,,,
يوليو,,,,12960000,7143.2,12,2960000,796.5300000000001,4,,,,,,,,
اوغسطس,2135000,770.64,2,2050000,1070.92,2,16374996,6932.636,12,,,,,,,,
سبتمبر,5130000,1236.71,4,6490000,2266.63,4,4616000,2973.96,8,,,,,,,,
اكتوبر,8040000,6809.08,13,1610000,730.95,2,6118667,2635.25,4,,,,,,,,
نوفمبر,10518000,21519.320000000003,17,6685477,3180.3199999999997,6,3005500,1240.66,4,,,,,,,,
ديسمبر,20427494,12770.980000000001,21,5848000,2957.04,6,1104000,585.12,2,,,,,,,,
حي/الحمراء الاضافى المعدل,17333588,3118.5,2,,,,5975380,2422.13,3,,,,,,,,
فبراير,,,,,,,5605380,1499.13,2,,,,,,,,
يوليو,10239000,1559.25,1,,,,,,,,,,,,,,
اوغسطس,,,,,,,370000,923,1,,,,,,,,
سبتمبر,7094588,1559.25,1,,,,,,,,,,,,,,
حي/الحمراء المعتمد,2000000,504,1,3000000,575,1,,,,,,,,,,,
فبراير,2000000,504,1,,,,,,,,,,,,,,
ديسمبر,,,,3000000,575,1,,,,,,,,,,,
حي/الحمراء الواقع على يمين الذاهب الى جدة,,,,100000,462,1,400000,318.87,1,,,,,,,,
يونيو,,,,,,,400000,318.87,1,,,,,,,,
سبتمبر,,,,100000,462,1,,,,,,,,,,,
حي/الحمراء الواقع على يمين الذاهب الى جدة الطريق,8000000,2321.025,4,800000,439,1,1866875,1065,2,,,,,,,,
مارس,5300000,547.35,1,,,,,,,,,,,,,,
يوليو,,,,800000,439,1,1866875,1065,2,,,,,,,,
اوغسطس,2100000,273.675,1,,,,,,,,,,,,,,
نوفمبر,600000,1500,2,,,,,,,,,,,,,,
حي/الحمراءالواقع على يمين الذاهب الى جدةالطريق السريع,600000,2369.5,2,,,,1300000,625,1,,,,,,,,
سبتمبر,,,,,,,1300000,625,1,,,,,,,,
نوفمبر,600000,2369.5,2,,,,,,,,,,,,,,
حي/الخالدية الجزء رقم واحد,,,,800000,500,1,5165000,1807.5,4,,,,,,,,
فبراير,,,,,,,2000000,754,2,,,,,,,,
يوليو,,,,,,,1485000,400,1,,,,,,,,
نوفمبر,,,,800000,500,1,,,,,,,,,,,
ديسمبر,,,,,,,1680000,653.5,1,,,,,,,,
حي/الخالدية بالهنداوية,2790000,592,2,,,,,,,,,,,,,,
ابريل,900000,296,1,,,,,,,,,,,,,,
سبتمبر,1890000,296,1,,,,,,,,,,,,,,
حي/الخالدية بجزئية رقم 2،1 الواقع بالرصيفة خلف شارع ا,,,,1700000,400,1,,,,,,,,,,,
مايو,,,,1700000,400,1,,,,,,,,,,,
حي/الخالدية بجزئية رقم 21 الواقع بالرصيفة,1000000,400,1,,,,,,,,,,,,,,
اوغسطس,1000000,400,1,,,,,,,,,,,,,,
حي/الخالدية بجزئيه رقم 1 و 2 الواقع بالرصيفه,,,,,,,2415000,700,1,,,,,,,,
فبراير,,,,,,,2415000,700,1,,,,,,,,
حي/الخالدية تقسيم رقم 2 المعدل,,,,4418775,1232.8899999999999,2,1975000,870,1,,,,,,,,
اوغسطس,,,,1498780,607.89,1,1975000,870,1,,,,,,,,
سبتمبر,,,,2919995,625,1,,,,,,,,,,,
حي/الخالدية رقم 1,,,,780000,400,1,3500000,1318.25,2,,,,,,,,
يناير,,,,780000,400,1,,,,,,,,,,,
فبراير,,,,,,,500000,437,1,,,,,,,,
سبتمبر,,,,,,,3000000,881.25,1,,,,,,,,
حي/الخالدية رقم 2,,,,2300000,624.66,2,540000,128.65,1,297000,236.6,1,,,,,
مارس,,,,,,,,,,297000,236.6,1,,,,,
يونيو,,,,1600000,420,1,540000,128.65,1,,,,,,,,
اكتوبر,,,,700000,204.66,1,,,,,,,,,,,
حي/الخالدية رقم 2 المعدل,,,,1900000,715,1,570660,158.27,1,,,,,,,,
يناير,,,,,,,570660,158.27,1,,,,,,,,
ديسمبر,,,,1900000,715,1,,,,,,,,,,,
حي/الخالديه بجزائيه1و2 فى الرصيفة خلف شارع المنصور,,,,1290000,400,1,7550000,1080,2,,,,,,,,
يناير,,,,,,,7550000,1080,2,,,,,,,,
مايو,,,,1290000,400,1,,,,,,,,,,,
حي/الخالديه رقم 2,26394208,7503.73,27,15406910,6046.039999999999,21,15670014,5035.88,25,8440592,2926.73,12,,,,,
يناير,794000,191.52,1,1072000,622.18,3,2050000,587.27,3,5069594,1503.8,4,,,,,
فبراير,1368789,336.87,2,1143000,392.93,2,,,,1560000,485.92,2,,,,,
مارس,2103650,556.27,3,,,,819800,208.18,2,1050998,761.05,5,,,,,
ابريل,3081000,835.33,4,2900000,1170.6,4,,,,760000,175.96,1,,,,,
مايو,400000,128.6,1,900000,700,1,,,,,,,,,,,
يونيو,4115000,976,3,2447000,740.65,3,,,,,,,,,,,
يوليو,750000,507.15,1,3804910,1248.51,4,3828525,778.43,4,,,,,,,,
اوغسطس,,,,,,,3321523,1037.3899999999999,6,,,,,,,,
سبتمبر,600000,222.9,1,,,,1020000,246.8,2,,,,,,,,
اكتوبر,8442717,1619.8,6,790000,208.78,1,400000,327.01,2,,,,,,,,
نوفمبر,1460052,1009.86,3,1700000,838.24,2,3104600,1521.99,4,,,,,,,,
ديسمبر,3279000,1119.43,2,650000,124.15,1,1125566,328.81,2,,,,,,,,
حي/الخانسة شرق كبرى شارع الحج بمخطط النور النموذجى,,,,1000000,600,2,,,,,,,,,,,
ابريل,,,,1000000,600,2,,,,,,,,,,,
حي/الخانسة مما يلى خريق العشر,,,,100000,339.16,1,30000,339.16,1,,,,,,,,
اوغسطس,,,,,,,30000,339.16,1,,,,,,,,
سبتمبر,,,,100000,339.16,1,,,,,,,,,,,
حي/الخانسه,400000,253.7,1,,,,,,,,,,,,,,
ابريل,400000,253.7,1,,,,,,,,,,,,,,
حي/الخضراء,6676999,3011.4,5,325723,521.26,1,4650000,1898.81,3,2200000,1225,2,,,,,
يناير,3271999,1325.4,2,,,,,,,,,,,,,,
فبراير,600000,396,1,,,,1200000,594,1,,,,,,,,
مارس,1900000,750,1,,,,,,,2200000,1225,2,,,,,
مايو,905000,540,1,,,,,,,,,,,,,,
يوليو,,,,325723,521.26,1,,,,,,,,,,,
ديسمبر,,,,,,,3450000,1304.81,2,,,,,,,,
حي/الخضراء المعتمد,1600000,1049.87,2,4950000,1013.44,2,2188311,1122.85,2,3400000,1209.55,2,,,,,
يناير,800000,489.87,1,,,,,,,,,,,,,,
مارس,,,,,,,,,,2000000,559.55,1,,,,,
ابريل,800000,560,1,,,,,,,1400000,650,1,,,,,
يونيو,,,,4950000,1013.44,2,,,,,,,,,,,
يوليو,,,,,,,1438311,523,1,,,,,,,,
ديسمبر,,,,,,,750000,599.85,1,,,,,,,,
حي/الخضراء المعدل,6733831,3367.5579,8,10318287,7186.47,14,11019559,9354.71,17,2902000,4221.65,5,,,,,
يناير,,,,850000,560,1,280000,500,1,1000000,650,1,,,,,
فبراير,548289,625,1,,,,2595000,434,1,,,,,,,,
مارس,400000,500,1,1010000,1783.75,3,,,,1250000,675,1,,,,,
ابريل,2415542,765.93,2,2000000,1159,2,537500,133.14,1,652000,2896.6499999999996,3,,,,,
مايو,200000,151.6279,2,560000,625,1,687500,157.32,1,,,,,,,,
يونيو,2340000,650,1,,,,2616559,1344,2,,,,,,,,
يوليو,,,,1000000,625,1,3615000,2142.2200000000003,4,,,,,,,,
اوغسطس,,,,1215000,612.5,1,,,,,,,,,,,
سبتمبر,,,,548289,625,1,170000,3590.0299999999997,5,,,,,,,,
اكتوبر,,,,,,,518000,1054,2,,,,,,,,
نوفمبر,830000,675,1,3134998,1196.22,4,,,,,,,,,,,
حي/الخضراء بطريق الطائف القديم والمعدل,16947050,11206.340000000002,20,18847625,11619.33,18,15387270,9454.66,20,2200000,1226.4,2,,,,,
يناير,1350000,1807.46,2,2950000,1578.01,3,1700000,1522.2,3,,,,,,,,
فبراير,810000,611.95,1,900000,625,1,1050000,588,1,2200000,1226.4,2,,,,,
مارس,1339948,1309.26,2,2667785,1753.97,3,2500000,1079.12,3,,,,,,,,
ابريل,2900000,744,1,195840,544,1,1947270,556.26,3,,,,,,,,
مايو,745000,408.6,1,,,,1000000,786.24,1,,,,,,,,
يونيو,529000,213.68,1,,,,1210000,439.31,2,,,,,,,,
يوليو,420000,531.44,1,3000000,1290.6,4,,,,,,,,,,,
سبتمبر,600000,560.96,1,750000,1300,2,700000,678.52,1,,,,,,,,
اكتوبر,869890,213.68,1,,,,600000,620.76,1,,,,,,,,
نوفمبر,4635546,2698.66,5,,,,,,,,,,,,,,
ديسمبر,2747666,2106.65,4,8384000,4527.75,4,4680000,3184.25,5,,,,,,,,
حي/الخضراء يمين الذاهب الى الطائف من طريق السيل,,,,,,,7409427,4973.73,6,1250000,875,1,,,,,
يناير,,,,,,,,,,1250000,875,1,,,,,
يوليو,,,,,,,809427,598.73,1,,,,,,,,
سبتمبر,,,,,,,2850000,1750,2,,,,,,,,
نوفمبر,,,,,,,2500000,1750,2,,,,,,,,
ديسمبر,,,,,,,1250000,875,1,,,,,,,,
حي/الخضراء يمين الذاهب لبئر الغنم من النوارية,,,,500000,1737.08,1,,,,,,,,,,,
نوفمبر,,,,500000,1737.08,1,,,,,,,,,,,
حي/الخياط,600000,525,1,1200000,525,1,,,,,,,,,,,
اوغسطس,600000,525,1,,,,,,,,,,,,,,
نوفمبر,,,,1200000,525,1,,,,,,,,,,,
حي/الرأفه,90000,645,1,1380000,720,1,6500000,4371.15,6,1440000,367.23,2,,,,,
يناير,,,,,,,,,,740000,183.6,1,,,,,
مارس,,,,,,,,,,700000,183.63,1,,,,,
مايو,90000,645,1,,,,,,,,,,,,,,
يوليو,,,,1380000,720,1,,,,,,,,,,,
اكتوبر,,,,,,,4910000,3065.1899999999996,3,,,,,,,,
نوفمبر,,,,,,,850000,1122.36,2,,,,,,,,
ديسمبر,,,,,,,740000,183.6,1,,,,,,,,
حي/الراشدية,28512861,29773.659999999996,47,44206110,54710.219999999994,82,48518375,34795.79,65,23329096,20236.19,33,,,,,
يناير,4396515,6168.09,8,3400000,5390.05,6,10539936,7166.960000000001,12,8600000,5293.849999999999,8,,,,,
فبراير,1250000,1175,2,2675000,3522.6,6,3215000,3906.34,7,3882000,4918.95,7,,,,,
مارس,2380000,1575,3,1920000,2371.1,5,3920997,1861.23,4,5724763,5859.57,10,,,,,
ابريل,5237500,3036.7799999999997,6,3495000,2606,5,1200000,403.06,1,5122333,4163.82,8,,,,,
مايو,935000,993.31,2,2500000,2690.16,4,,,,,,,,,,,
يونيو,900000,3002.05,1,1167927,2781.79,3,3062202,2516.06,5,,,,,,,,
يوليو,3188056,2468.16,4,5596668,5641.209999999999,10,7603000,4557.84,8,,,,,,,,
اوغسطس,,,,3200000,5414.04,5,2790000,1397.03,3,,,,,,,,
سبتمبر,2910000,2435.09,4,5466515,10564.010000000002,12,4280000,4794.74,8,,,,,,,,
اكتوبر,2166667,1866,4,6825000,5632.03,12,1405000,1400,3,,,,,,,,
نوفمبر,1729123,3148.6900000000005,5,2700000,1720.1,4,9102240,5661.530000000001,12,,,,,,,,
ديسمبر,3420000,3905.49,8,5260000,6377.13,10,1400000,1131,2,,,,,,,,
حي/الراشدية جنوب شرائع المجاهدين يمين الذاهب للطائف,,,,455000,718,1,,,,,,,,,,,
سبتمبر,,,,455000,718,1,,,,,,,,,,,
حي/الراشدية خلف محطة الهاشمى,,,,1145500,2963.94,4,,,,,,,,,,,
فبراير,,,,180000,815.37,1,,,,,,,,,,,
مايو,,,,307500,660.4,1,,,,,,,,,,,
نوفمبر,,,,340000,629.76,1,,,,,,,,,,,
ديسمبر,,,,318000,858.41,1,,,,,,,,,,,
