السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2025,4,عسير,آل مغامر,آل مغامر,فيلا,سكني,1,12000,80
2025,4,عسير,تثليث,التعاون,دور,سكني,2,16200,78.51
2025,4,عسير,ظهران الجنوب,العرين,محل,تجاري,2,0,0
2025,4,عسير,خميس مشيط,الجبل,محل,تجاري,7,0,0
2025,4,عسير,أحد رفيدة,وسط البلد,شقة,سكني,59,15812.76,108.23
2025,4,عسير,خميس مشيط,المنتزة,مكتب,تجاري,5,0,0
2025,4,عسير,ظهران الجنوب - الحرجه,الفيصليه,محل,تجاري,1,0,0
2025,4,عسير,خميس مشيط,غرناطة,شقة,سكني,21,14262.5,98.51
2025,4,عسير,خميس مشيط,الرونة,معرض تجاري,تجاري,4,0,0
2025,4,عسير,النماص,الفاروق,استديو,سكني,1,6000,50
2025,4,عسير,محائل,الضرس,دور,سكني,27,17552.38,80.02
2025,4,عسير,بيشة - المخرم,المخرم,شقة,سكني,2,12800,119.66
2025,4,عسير,بطحان,بطحان,شقة,سكني,1,18000,100
2025,4,عسير,الجندل,الجندل,شقة,سكني,2,13600,127.5
2025,4,عسير,بيشة,النهضة و بالشوك,محل,تجاري,20,0,0
2025,4,عسير,ظهران الجنوب,الورود,استديو,سكني,1,16800,336
2025,4,عسير,المجاردة,الخليج,شقة,سكني,56,11787.5,92.13
2025,4,عسير,بيشة,العزيزية,شقة,سكني,2,15000,90
2025,4,عسير,سراة عبيدة,النور,شقة,سكني,41,15468.75,89.81
2025,4,عسير,أحد رفيدة - الواديين,السحاب,محل,تجاري,37,0,0
2025,4,عسير,وادي العوص,وادي العوص,شقة,سكني,1,17000,170
2025,4,عسير,ظهران الجنوب,الضباب,دور,سكني,1,12000,60
2025,4,عسير,أحد رفيدة - الواديين,الزهود,محل,تجاري,1,0,0
2025,4,عسير,بيشة,الحمة,دور,سكني,1,6000,26.66
2025,4,عسير,خميس مشيط,المثناه,شقة,سكني,58,10876.94,98.8
2025,4,عسير,رحبه الحقو,رحبه الحقو,شقة,سكني,2,15000,66
2025,4,عسير,خميس مشيط,الرصراص 1,دور,سكني,19,18440,85.3
2025,4,عسير,البصره,العزيزيه,محل,تجاري,6,0,0
2025,4,عسير,ال خضارى,ال خضارى,دور,سكني,1,12000,34.28
2025,4,عسير,ظهران الجنوب,النخيل,استديو,سكني,1,12000,200
2025,4,عسير,محائل,الظهرة,شقة,سكني,4,14750,130.71
2025,4,عسير,الرهوه,الرهوه,شقة,سكني,1,12000,105.26
2025,4,عسير,ظهره ال صالح,ظهره ال صالح,محل,تجاري,1,0,0
2025,4,عسير,خميس مشيط,ذلالة,محل,تجاري,47,0,0
2025,4,عسير,أبها,المروج,استديو,سكني,32,11455,205.32
2025,4,عسير,بلقرن,الفيصلية,استديو,سكني,1,6000,66.66
2025,4,عسير,أبها,الصناعية,محل,تجاري,7,0,0
2025,4,عسير,بيشة,النزهة,محل,تجاري,3,0,0
2025,4,عسير,خميس مشيط,وسط تندحة,دور,سكني,6,11300,65.34
2025,4,عسير,بلقرن,الوادي,شقة,سكني,6,12333.33,110.21
